ลำดับ,รายชื่อสถานประกอบการ,สำนักวิชา,หลักสูตร,จังหวัดที่ตั้ง,latitude,longitude
384.0,สำนักงานอัยการจังหวัดกระบี่,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กระบี่,8.085406,98.890277
385.0,สำนักงานอัยการจังหวัดชุมพร,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ชุมพร,10.528225,99.176515
386.0,สำนักงานอัยการจังหวัดตรัง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ตรัง,7.571396,99.590365
387.0,สำนักงานอัยการจังหวัดนครศรีธรรมราช,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.424151,99.95976
388.0,สำนักงานอัยการจังหวัดภูเก็ต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.883912,98.352458
389.0,สำนักงานอัยการจังหวัดยะลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ยะลา,6.574225,101.299404
390.0,สำนักงานอัยการจังหวัดระนอง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ระนอง,9.987279,98.634704
391.0,สำนักงานอัยการจังหวัดสงขลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.183339,100.470313
392.0,สำนักงานอัยการจังหวัดสุราษฎร์ธานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.175691,99.29255
393.0,สำนักงานอัยการจังหวัดหลังสวน,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ชุมพร,10.456704,99.202067
394.0,สำนักงานอัยการภาค 8,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.170058,99.325571
395.0,สำนักงานอัยการภาค 9,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.137867,100.459201
396.0,สำนักงานอัยการสูงสุด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.777239,100.502593
397.0,สำนักวิชานิติศาสตร์ มหาวิทยาลัยวลัยลักษณ์,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.762159,100.50586
398.0,สำนักงานอัยการสูงสุด อาคารถนนรัชดาภิเษก,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.781254,100.468114
399.0,สำนักงานอัยการสูงสุด อาคารแจ้งวัฒนะ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.735467,100.506933
400.0,บริษัท ร่อนพิบูลย์ ทนายความ จำกัด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.398671,100.0017
401.0,ศาลอุทธรณ์,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.735763,100.525943
402.0,สถานีตำรวจภูธรฉวาง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.416023,99.989903
403.0,ศาลจังหวัดกระบี่,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กระบี่,8.092084,98.928016
