ลำดับ,รายชื่อสถานประกอบการ,สำนักวิชา,หลักสูตร,จังหวัดที่ตั้ง,latitude,longitude
220.0,โรงแรม สยาม แอ็ท สยาม,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.763087,100.53567
221.0,โรงแรม สันติบุรี บีช รีสอร์ท แอนด์ สปา,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.720672,100.531505
222.0,โรงแรม อนันตรา บ่อผุด รีสอร์ท แอนด์ สปา เกาะสมุย,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.760302,100.500285
223.0,โรงแรม อนันตรา ไม้ขาว ภูเก็ต วิลล่า,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.916306,98.383201
224.0,โรงแรม อนันตรา ลายัน ภูเก็ต รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.850844,98.358722
225.0,โรงแรม อนันตรา ลาวาณา เกาะสมุย รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.7916,100.472144
226.0,โรงแรม อวานี เฉวง สมุย โฮเทล แอนด์ บีชคลับ,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.138914,99.306991
227.0,โรงแรม อังสนา ลากูน่า ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.869609,98.35431
228.0,โรงแรม อินดิโก้ ภูเก็ต ป่าตอง,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.891677,98.422577
229.0,โรงแรม อินเตอร์คอนติเนนตัล กรุงเทพ,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.771299,100.516637
230.0,โรงแรม เอ็นเอช โบ๊ทลากูน ภูเก็ต รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.84934,98.405805
231.0,โรงแรม ไอดีลลิค คอนเซปต์ รีสอร์ท เกาะหลีเป๊ะ,การจัดการ,อุตสาหกรรมการบริการ,สตูล,6.638025,100.042085
232.0,โรงแรม ฮอลิเดย์ อินน์ รีสอร์ท กระบี่ อ่าวนางบีช,การจัดการ,อุตสาหกรรมการบริการ,กระบี่,8.105655,98.890557
233.0,โรงแรม ฮอลิเดย์ อินน์ สมุย บ่อผุด,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.724174,100.540144
234.0,โรงแรม ไฮแอท รีเจนซี่ เกาะสมุย,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.177114,99.294618
235.0,โรงแรมพูลแมน ภูเก็ต พันวาบีช รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.863937,98.382762
236.0,โรงแรมรายาวดี,การจัดการ,อุตสาหกรรมการบริการ,กระบี่,8.092269,98.924868
237.0,โรงแรมศรีพันวา ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.911667,98.403705
238.0,โรงแรมอมัน นายเลิศ กรุงเทพฯ,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.728536,100.481116
239.0,โรงแรมอมันปุรี รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.899681,98.423896
240.0,โรงแรมอมารี ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.890105,98.363195
241.0,โรงแรมอวานีพลัส สมุย รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.157981,99.353669
242.0,โรงแรมอินเตอร์คอนติเนนตัล เกาะสมุย รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.161737,99.28547
243.0,สถานีตำรวจท่องเที่ยว 1 กองกำกับการ 2 กองบังคับการตำรวจท่องเที่ยว 3,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.851878,98.370177
244.0,สถานีตำรวจท่องเที่ยว 4 กองกำกับการ 2 กองบังคับการตำรวจท่องเที่ยว 3,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.158573,99.358652
245.0,สวนพฤกษศาสตร์สมเด็จพระนางเจ้าสิริกิติ์ องค์การสวนพฤกษศาสตร์,การจัดการ,อุตสาหกรรมการบริการ,เชียงใหม่,18.753365,98.99254
246.0,สำนักงานปลัดกระทรวงการท่องเที่ยวและกีฬา,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.789546,100.478534
247.0,สำนักวัฒนธรรม กีฬา และการท่องเที่ยว กรุงเทพมหานคร,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.770258,100.46603
248.0,องค์การบริหารการพัฒนาพื้นที่พิเศษเพื่อการท่องเที่ยวอย่างยั่งยืน (องค์การมหาชน) อพท.,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.779681,100.474066
249.0,องค์การบริหารส่วนจังหวัดนครศรีธรรมราช,การจัดการ,อุตสาหกรรมการบริการ,นครศรีธรรมราช,8.439254,99.988143
250.0,องค์การบริหารส่วนจังหวัดสุราษฎร์ธานี,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.164346,99.339213
251.0,อวานี พลัส เขาหลัก,การจัดการ,อุตสาหกรรมการบริการ,พังงา,8.430196,98.510951
252.0,"ศูนย์สหกิจศึกษาและพัฒนาอาชีพ ม.วลัยลักษณ์ ",การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.751263,100.481867
253.0,โรงแรม ทวินปาล์มส์ ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.873012,98.417574
254.0,Hungkuang University,การจัดการ,อุตสาหกรรมการบริการ,ไต้หวัน,,
255.0,National Kaohsiung University of Hospitality and Tourism,การจัดการ,อุตสาหกรรมการบริการ,ไต้หวัน,,
256.0,บริษัท ฟรีดอม ดอลฟิน จำกัด,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.870659,98.356374
257.0,บริษัท อินเทอร์เน็ตประเทศไทย จำกัด (มหาชน) สาขาหาดใหญ่,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,สงขลา,7.14161,100.447555
258.0,Habin Engineering University,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.786497,100.480244
259.0,การไฟฟ้าส่วนภูมิภาคสาขาอำเภอท่าศาลา,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นครศรีธรรมราช,8.39351,99.952164
260.0,ธนาคารกรุงไทย จำกัด (มหาชน) สาขาหัวไทร,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นครศรีธรรมราช,8.441612,99.991539
261.0,บริษัท กสท โทรคมนาคม จำกัด (มหาชน) จังหวัดนนทบุรี,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นนทบุรี,13.827308,100.529
262.0,บริษัท กานดา ดิจิทัล จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.748975,100.534461
263.0,บริษัท คอมเซเว่น จำกัด (มหาชน),สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.722155,100.478968
264.0,บริษัท ซีดีจี ซิสเต็มส์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.763187,100.528616
265.0,บริษัท ด็อปปิโอ เทค จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.72482,100.486059
266.0,บริษัท โตโยด้า โกเซ เอเชีย จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,ชลบุรี,13.364148,100.983817
267.0,บริษัท ทีโอที จำกัด (มหาชน) จังหวัดชุมพร,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,ชุมพร,10.471429,99.166415
268.0,บริษัท บลูบิค วัลแคน จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.723984,100.506907
269.0,บริษัท บิสซิเนส คอมเพ็ดทิทีฟ อินเทลลิเจนซ์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นนทบุรี,13.868295,100.54559
270.0,บริษัท ประณีต จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.764209,100.534928
271.0,บริษัท โปรเกรส เน็ตเวิร์ค คอนซัลท์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นครศรีธรรมราช,8.450626,99.992611
272.0,บริษัท โปรอัลฟ่า โซลูชั่นส์ (ประเทศไทย) จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.790506,100.49466
273.0,บริษัท ผลิตไฟฟ้าขนอม จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นครศรีธรรมราช,8.470989,99.976671
274.0,บริษัท พร้อมท์ ดิ อินโนเวชั่นส์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.723627,100.479225
275.0,บริษัท เพชรศรีวิชัย เอ็นเตอร์ไพรส์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,สุราษฎร์ธานี,9.149364,99.285573
276.0,บริษัท ฟรอนทิส จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.722151,100.502786
277.0,บริษัท ฟินิกซ์ซอฟท์ คอร์ปอเรชั่น จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,สมุทรปราการ,13.636838,100.668383
278.0,บริษัท เมเจอร์ ซีนีเพล็กซ์ กรุ้ป จำกัด (มหาชน),สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.720492,100.529588
279.0,บริษัท ลากูน่า รีสอร์ท แอนด์ โฮเท็ล จำกัด (มหาชน),สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,ภูเก็ต,7.847662,98.359249
280.0,บริษัท วี-สมาร์ท จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.752881,100.47522
281.0,บริษัท สยาม ไอที เน็ตเวิร์คกิ้ง (ประเทศไทย) จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.795073,100.521618
282.0,บริษัท อิมแพ็ค เอ็กซิบิชั่น แมเนจเม้นท์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นนทบุรี,13.866639,100.508668
283.0,บริษัท เอ็ม เอฟ อี ซี จำกัด (มหาชน),สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.756351,100.533624
284.0,บริษัท แอปอินทัช จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.795158,100.492511
285.0,บริษัท ไอ-เทล คอร์ปอเรชั่น จำกัด (มหาชน),สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,สงขลา,7.171447,100.508572
286.0,บริษัท เฮลท์ อัพ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,สมุทรปราการ,13.582515,100.652308
287.0,โรงเรียนอนุบาลกุลจินต์,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,สงขลา,7.196074,100.501369
288.0,ศูนย์เทคโนโลยีดิจิทัล มหาวิทยาลัยวลัยลักษณ์,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.738732,100.512527
289.0,ศูนย์พัฒนาทักษะและการเรียนรู้ ICT ภูเก็ต,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,ภูเก็ต,7.904721,98.424198
290.0,ศูนย์วิจัยระบบอัตโนมัติอัจฉริยะ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยสงขลานครินทร์,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,สงขลา,7.182033,100.447383
291.0,สำนักงานพัฒนาธุรกรรมทางอิเล็กทรอนิกส์ (ETDA),สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.761294,100.534866
292.0,หลักสูตรเทคโนโลยีสารสนเทศและนวัตกรรมดิจิท้ล สำนักวิชาสารสนเทศศาสตร์ มหาวิทยาลัยวลัยลักษณ์,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,นครศรีธรรมราช,8.462814,99.980913
293.0,บริษัท โกซอฟท์ (ประเทศไทย) จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.730115,100.499992
294.0,บริษัท คอนโทรล ดาต้า (ประเทศไทย) จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.726468,100.467331
295.0,"บริษัท จีไอเอส กรุ๊ป จำกัด ",สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.743935,100.535489
296.0,บริษัท แอดวานซ์ คอนแท็ค เซ็นเตอร์ จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.753292,100.489457
297.0,บริษัท ไอบอทน้อย จํากัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.762748,100.491846
298.0,โรงพยาบาลกรุงเทพสิริโรจน์,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,ภูเก็ต,7.916594,98.361336
299.0,บริษัท โปรอัลฟ่า (ไทยแลนด์) จำกัด,สารสนเทศศาสตร์,เทคโนโลยีสารสนเทศ,กรุงเทพมหานคร,13.73199,100.495575
300.0,"Hufron & Rubaie Lawfirm, Surabaya, Indonesia",รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.753078,100.498036
301.0,กรมคุ้มครองสิทธิและเสรีภาพ กระทรวงยุติธรรม,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.767083,100.510178
302.0,กรมศุลกากร,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.75457,100.467931
303.0,กรมสอบสวนคดีพิเศษ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.782068,100.488522
304.0,กองคดีความมั่นคง และ กองคดีภาษีอากร กรมสอบสวนคดีพิเศษ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.739287,100.49797
305.0,ด่านศุลกากรสะเดา (สำนักงานป้องกันและปราบปรามงานคดี),รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.141111,100.452104
306.0,ตำรวจภูธรจังหวัดนครศรีธรรมราช,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.468889,99.932969
307.0,ที่ทำการปกครองจังหวัดพัทลุง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,พัทลุง,7.60275,100.152971
308.0,เทศบาลตำบลวิชิต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.912499,98.412915
309.0,บริษัท นิติเสรีธรรม จำกัด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.754631,100.463836
310.0,บริษัท เราเอ็ล แลนด์ จำกัด กรุงเทพฯ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.795788,100.512274
311.0,"บริษัท วีระยุทธ แอนด์ พาร์ทเนอร์ส จำกัด ",รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นนทบุรี,13.8234,100.499942
312.0,บริษัท สยามลีกัล แอนด์ แอดไวเซอร์ จํากัด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.210083,100.504576
313.0,บริษัท สรรเพชร ทนายความ และเพื่อน จำกัด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,พังงา,8.490799,98.51747
314.0,บริษัท อินทนิล ลอว์ กรุ๊ป จำกัด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.174783,99.340639
315.0,มูลนิธิศูนย์ทนายความมุสลิมจังหวัดปัตตานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ปัตตานี,6.851234,101.226858
316.0,ศาลแขวงจังหวัดสุราษฎร์ธานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.174306,99.311836
317.0,ศาลแขวงนครศรีธรรมราช,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.418252,99.99547
318.0,ศาลแขวงภูเก็ต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.847959,98.400697
319.0,ศาลแขวงสงขลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.163013,100.444566
320.0,ศาลจังหวัดชุมพร,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ชุมพร,10.517753,99.158405
321.0,ศาลจังหวัดทุ่งสง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.439169,99.975791
322.0,ศาลจังหวัดนครศรีธรรมราช,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.433833,99.979924
323.0,ศาลจังหวัดปัตตานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ปัตตานี,6.837779,101.231594
324.0,ศาลจังหวัดพังงา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,พังงา,8.484668,98.490174
325.0,ศาลจังหวัดพัทลุง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,พัทลุง,7.609973,100.157083
326.0,ศาลจังหวัดภูเก็ต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.914288,98.392937
327.0,ศาลจังหวัดยะลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ยะลา,6.501181,101.259887
328.0,ศาลจังหวัดสงขลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.175829,100.468232
329.0,ศาลจังหวัดสุราษฎร์ธานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.123339,99.30227
330.0,ศาลปกครองนครศรีธรรมราช,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.4537,99.99046
331.0,ศาลปกครองสูงสุด จังหวัดกรุงเทพมหานคร,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.734365,100.54092
332.0,ศาลเยาวชนและครอบครัวจังหวัดนครศรีธรรมราช,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.413328,99.958873
333.0,ศาลเยาวชนและครอบครัวจังหวัดปทุมธานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ปทุมธานี,14.018865,100.542153
334.0,ศาลเยาวชนและครอบครัวจังหวัดสงขลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.184209,100.474776
335.0,ศาลเยาวชนและครอบครัวจังหวัดสุราษฎร์ธานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.154005,99.338284
336.0,ศาลอาญา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.776588,100.53084
337.0,ศาลอาญากรุงเทพใต้,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.740324,100.468912
338.0,ศาลอาญาธนบุรี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.720324,100.486588
339.0,สถานกงสุลใหญ่ ณ เมืองโกตาบารู,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,มาเลเซีย,,
340.0,สถานกงสุลใหญ่ ณ เมืองปีนัง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,มาเลเซีย,,
341.0,สถานเอกอัครราชทูต ณ กรุงกัวลาลัมเปอร์,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,มาเลเซีย,,
342.0,สถานเอกอัครราชทูต ณ สิงคโปร์,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.744215,100.497338
343.0,สถานีตำรวจท่องเที่ยวเกาะสมุย,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.11857,99.354561
344.0,สถานีตำรวจท่องเที่ยวหาดใหญ่,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.724681,100.48223
345.0,สถานีตำรวจภูธรกะทู้,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.870789,98.402409
346.0,สถานีตำรวจภูธรบ่อผุด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.138116,99.350738
347.0,สถานีตำรวจภูธรพุนพิน,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.151878,99.309458
348.0,สถานีตำรวจภูธรเมืองปัตตานี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ปัตตานี,6.878823,101.228349
349.0,สถานีตำรวจภูธรเมืองยะลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ยะลา,6.552406,101.26586
350.0,สถาบันอนุญาโตตุลาการ ที เอช เอ ซี,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.77375,100.486715
351.0,สภาทนายความจังหวัดทุ่งสง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.786448,100.528021
352.0,สภาทนายความภาค 8,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.46121,99.994782
353.0,ส่วนตรวจสอบสำนวนคดีอุทธรณ์และฎีกา สำนักงานตำรวจแห่งชาติ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.738861,100.522564
354.0,ส่วนนิติการ มหาวิทยาลัยวลัยลักษณ์,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.42332,99.995858
355.0,สํานักงานอัยการสูงสุด,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.795701,100.511265
356.0,สำนักงาน กฤศทนายความ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.74618,100.470804
357.0,สำนักงานกฎหมาย มารุต บุนนาค อินเตอร์เนชั่นแนล ลอว์ ออฟฟิศ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.741606,100.486838
358.0,สำนักงานกฎหมายกีรนันท์ บุญชูวงค์ ทนายความ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.427274,99.989674
359.0,สำนักงานกฎหมายจรัญ ศรีสุข,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.401704,99.997976
360.0,สำนักงานกฎหมายทนายชนะ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.195199,100.492501
361.0,สำนักงานคณะกรรมการคุ้มครองผู้บริโภค,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.77825,100.513403
362.0,สำนักงานคดีปราบปรามการทุจริต ภาค 8,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.748561,100.538778
363.0,สำนักงานทนายความ นคร อินเตอร์ ลอว์,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.74789,100.497456
364.0,สำนักงานทนายความ หลักธรรมทนายความ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.435893,99.976105
365.0,สำนักงานทนายความชลสิทธิ แก้วยะรัตน์,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.920382,98.420318
366.0,สำนักงานเทศบาลเมืองกะทู้,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.847763,98.360626
367.0,สำนักงานนายสุภาษ หงส์ประภัศร เนติบัณฑิต ทนายความ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.454107,99.951313
368.0,สำนักงานบังคับคดี จังหวัดนครศรีธรรมราช,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.452683,99.975188
369.0,สำนักงานบังคับคดีจังหวัดนครศรีธรรมราช สาขาทุ่งสง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.458742,99.96717
370.0,สำนักงานบังคับคดีจังหวัดนครศรีธรรมราช สาขาปากพนัง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.466851,99.982886
371.0,สำนักงานบังคับคดีจังหวัดภูเก็ต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.914321,98.405398
372.0,สำนักงานวิเชียรทนายความ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สุราษฎร์ธานี,9.176229,99.348169
373.0,สำนักงานศาลปกครอง กรุงเทพมหานคร,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.742777,100.479018
374.0,สำนักงานศาลปกครองภูเก็ต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.877515,98.37326
375.0,สำนักงานส่งเสริมการค้าระหว่างประเทศ กรุงเจนไน อินเดีย,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,อินเดีย,,
376.0,สำนักงานสรรพากรพื้นที่สงขลา 2,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.197346,100.454118
377.0,สำนักงานสุรศักดิ์ทนายความ,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,กรุงเทพมหานคร,13.772748,100.491323
378.0,สำนักงานอัยการคดีเยาวชนและครอบครัวจังหวัดภูเก็ต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.856897,98.371793
379.0,สำนักงานอัยการคดีศาลแขวงทุ่งสง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,นครศรีธรรมราช,8.45904,100.001722
380.0,สำนักงานอัยการคดีศาลแขวงสงขลา,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,สงขลา,7.183016,100.467414
381.0,สำนักงานอัยการคุ้มครองสิทธิช่วยเหลือทางกฎหมายและการบังคับพัทลุง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,พัทลุง,7.596656,100.146245
382.0,สำนักงานอัยการคุ้มครองสิทธิและช่วยเหลือทางกฎหมายและการบังคับคดีจังหวัดตรัง,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ตรัง,7.551185,99.608159
383.0,สำนักงานอัยการคุ้มครองสิทธิและช่วยเหลือทางกฎหมายและการบังคับคดีจังหวัดภูเก็ต,รัฐศาสตร์และนิติศาสตร์,นิติศาสตร์,ภูเก็ต,7.91734,98.353315
